************************************
*   Event  *     PH    *    ToF    *
*   104335 * 59.144336 * 72.877594 *
*   104348 * 59.303100 * 73.377349 *
*   104350 * 59.346347 * 73.674987 *
*   104356 * 59.501754 * 73.981933 *
*   104358 * 59.919364 * 73.292999 *
*   104364 * 59.833244 * 74.904052 *
*   104368 * 59.552211 * 73.509552 *
*   104376 * 59.774574 * 73.716613 *
*   104377 * 59.102512 * 74.405242 *
*   104378 * 59.455204 * 75.016723 *
*   104384 *  59.04105 * 73.450958 *
*   104387 * 59.532569 * 73.771423 *
*   104388 * 59.984657 * 74.839660 *
*   104391 * 59.696567 * 74.088897 *
*   104394 * 59.490291 * 74.131256 *
*   104395 * 59.832923 * 73.521362 *
*   104399 * 59.030891 * 73.760498 *
*   104401 * 60.020397 * 75.352325 *
*   104404 * 59.112251 * 73.943450 *
*   104405 * 59.692638 * 72.730285 *
*   104406 * 59.581653 * 74.183532 *
*   104408 * 59.387130 * 75.748016 *
*   104409 * 59.284271 * 73.595397 *
*   104411 * 59.217586 * 74.032074 *
*   104413 * 59.394210 *  74.08255 *
*   104415 * 59.146225 * 73.914825 *
*   104416 * 59.120739 * 74.596313 *
*   104418 * 59.280918 * 74.459411 *
*   104420 * 59.423309 * 73.974121 *
*   104422 * 59.683712 * 74.990875 *
*   104423 * 58.890289 * 74.239379 *
*   104425 * 59.446147 * 73.822570 *
*   104429 * 59.708717 * 74.553070 *
*   104431 * 59.443500 * 73.581878 *
*   104437 * 58.730972 * 72.835540 *
*   104440 * 59.682659 * 75.806457 *
*   104442 * 59.504222 * 73.426391 *
*   104446 * 59.626983 * 74.039703 *
*   104448 * 59.685329 * 74.483154 *
*   104450 * 58.847957 * 73.272399 *
*   104457 * 59.235740 *  72.82547 *
*   104460 * 59.518390 * 73.055419 *
*   104461 * 59.312652 * 74.120819 *
*   104462 * 59.821758 * 74.204254 *
*   104464 * 59.413364 * 74.200927 *
*   104469 * 59.259574 * 73.160553 *
*   104470 * 58.768772 * 74.612762 *
*   104478 * 59.088386 * 72.689209 *
*   104481 * 58.923416 * 74.893035 *
*   104484 * 59.274028 * 72.801727 *
*   104487 * 59.333393 * 73.142669 *
*   104496 * 59.450954 * 73.675659 *
*   104498 * 59.090805 * 73.117309 *
*   104504 * 59.063339 * 73.321289 *
*   104505 * 59.847702 * 74.527618 *
*   104508 * 59.379528 * 73.575897 *
*   104509 * 59.208118 * 74.239654 *
*   104510 * 59.475204 * 74.566101 *
*   104514 * 58.839481 * 73.600585 *
*   104515 * 59.683128 * 73.494720 *
*   104516 * 59.324924 * 73.906036 *
*   104517 * 59.131031 * 72.543640 *
*   104518 * 59.247825 * 73.133667 *
*   104521 * 59.179073 * 73.309448 *
*   104523 * 58.940284 * 73.429565 *
*   104524 * 59.612892 * 74.945007 *
*   104526 * 59.364704 * 74.791137 *
*   104533 * 59.938789 * 75.013183 *
*   104534 * 59.666564 * 74.646179 *
*   104536 * 58.933933 * 72.683654 *
*   104544 * 59.205352 * 74.072296 *
*   104546 * 59.161098 * 73.692962 *
*   104547 * 58.885429 * 75.465820 *
*   104552 * 59.602638 * 73.856445 *
*   104558 * 58.807842 * 73.831756 *
*   104559 * 59.932258 * 73.434936 *
*   104563 * 59.852535 * 74.022125 *
*   104564 * 59.220771 * 73.576751 *
*   104565 * 59.563232 * 73.639038 *
*   104568 * 59.273323 * 75.444671 *
*   104571 * 59.123558 * 73.685241 *
*   104572 * 59.239994 * 73.957946 *
*   104575 * 59.246540 * 72.995666 *
*   104577 * 59.309967 * 71.923217 *
*   104580 * 59.337245 * 74.425201 *
*   104586 * 59.827091 * 72.881805 *
*   104587 * 59.032264 * 73.946014 *
*   104589 * 58.979038 * 73.375213 *
*   104590 * 58.878135 * 74.872222 *
*   104592 * 59.324871 * 74.087158 *
*   104593 * 59.344463 * 73.889679 *
*   104596 * 59.358005 * 74.153533 *
*   104597 * 59.496601 * 73.248046 *
*   104598 * 58.715148 * 73.188293 *
*   104602 * 59.437351 * 73.615814 *
*   104603 * 59.761066 * 73.348297 *
*   104608 * 59.494972 * 73.844757 *
*   104609 * 59.396034 * 73.844940 *
*   104610 * 58.400054 * 73.352081 *
*   104611 * 59.789474 * 73.202667 *
*   104615 * 59.173717 * 74.258026 *
*   104618 * 59.459953 * 73.357727 *
*   104619 * 59.624042 * 75.986511 *
*   104620 * 60.074371 * 73.747436 *
*   104624 * 58.522483 * 74.833862 *
*   104625 * 59.749958 * 74.336547 *
*   104629 * 59.040935 * 74.938598 *
*   104633 * 59.605575 * 72.992736 *
*   104636 * 59.341060 * 73.671722 *
*   104637 * 59.542083 * 74.431549 *
*   104640 * 59.411087 * 73.596893 *
*   104643 *  59.08564 * 73.503967 *
*   104645 * 60.054363 * 75.146331 *
*   104646 * 59.422233 * 72.486877 *
*   104647 * 59.391685 * 74.708465 *
*   104649 * 58.469306 * 75.474365 *
*   104652 * 59.477188 * 75.159545 *
*   104654 * 59.772972 * 73.686218 *
*   104655 * 58.885650 * -1373.550 *
*   104656 * 59.321563 * 73.196746 *
*   104660 * 59.516796 * 75.183471 *
*   104664 * 54.002239 * 76.283203 *
*   104666 * 59.500938 * 73.337707 *
*   104667 * 59.486766 * 73.029022 *
*   104668 * 59.725353 * 72.757049 *
*   104669 * 27.843942 * 78.700653 *
*   104671 * 60.056224 * 72.828277 *
*   104680 * 59.305450 * 74.938201 *
*   104681 * 59.106456 * 76.106292 *
*   104689 * 59.150207 * 74.138366 *
*   104693 * 59.345436 * 74.108154 *
*   104695 * 59.299789 * 72.787872 *
*   104697 * 59.734451 * 72.745361 *
*   104699 * 59.642280 * 73.292602 *
*   104700 * 59.649524 * 74.057067 *
*   104701 * 59.477592 * 75.478881 *
*   104702 * 59.304672 * 74.548522 *
*   104703 * 58.843517 * 73.561615 *
*   104704 * 59.781520 * 74.463165 *
*   104706 * 59.614116 * 74.348144 *
*   104707 * 59.615757 * 73.546112 *
*   104708 * 59.395404 * 72.151763 *
*   104711 * 59.558033 * 72.455963 *
*   104713 * 59.367019 * 73.883880 *
*   104714 * 59.417968 * 72.076324 *
*   104718 * 58.604412 * 73.932769 *
*   104720 * 59.305290 * 75.248992 *
*   104722 * 59.242977 * 73.693145 *
*   104724 * 59.692211 * 76.391662 *
*   104725 * 59.478042 * 72.961151 *
*   104726 * 58.783618 * 75.422821 *
*   104729 * 60.062748 * 71.943054 *
*   104730 * 59.556839 * 72.496551 *
*   104733 * 59.687805 * 73.020965 *
*   104734 * 59.081417 * 74.847412 *
*   104736 * 58.784069 * 75.911834 *
*   104737 * 58.822681 * 72.305969 *
*   104744 * 59.149738 * 74.989807 *
*   104747 * 59.202030 * 74.250732 *
*   104749 * 59.488716 * 74.424743 *
*   104751 * 59.403232 * 73.602691 *
*   104752 * 59.494049 * 74.702575 *
*   104753 * 59.177761 * 74.133819 *
*   104754 * 59.172500 * 73.825042 *
*   104755 * 59.760055 * 73.628356 *
*   104756 * 59.353508 * 74.122894 *
*   104757 * 59.030937 * 72.608795 *
*   104760 * 59.315403 * 73.182800 *
*   104761 * 59.759807 * 73.869262 *
*   104763 * 59.374141 * 74.191192 *
*   104764 * 59.400611 * 74.596283 *
*   104766 * 59.637344 * 74.540802 *
*   104769 * 59.845893 * 74.062255 *
*   104771 * 59.773105 * 72.268798 *
*   104775 * 59.232299 * 74.335571 *
*   104776 * 58.909881 * 74.467132 *
*   104777 * 59.154953 * 74.130340 *
*   104778 * 59.594432 * 73.254730 *
*   104780 * 59.211906 * 73.774993 *
*   104781 * 58.684024 * 73.082153 *
*   104784 * 59.482776 * 73.700927 *
*   104786 * 57.873878 * 73.563476 *
*   104788 * 59.816478 * 74.745666 *
*   104789 * 59.239002 * 73.261261 *
*   104793 * 59.659565 *  73.57547 *
*   104794 * 59.457984 * 73.352050 *
*   104797 * 59.419048 * 74.004974 *
*   104799 * 59.086975 * 75.581939 *
*   104801 * 59.851463 * 74.529357 *
*   104802 * 59.372467 * 73.973022 *
*   104803 * 59.005397 * 73.739074 *
*   104812 * 59.157066 * 74.611175 *
*   104813 * 58.848335 * 74.732605 *
*   104814 * 59.063610 * 74.179687 *
*   104815 * 58.896972 * 74.288299 *
*   104816 * 59.359783 * 74.747436 *
*   104822 * 59.439106 * 73.953094 *
*   104825 * 59.568157 * 75.917511 *
*   104826 * 59.233020 * 73.377655 *
*   104829 * 59.172744 * 73.262725 *
*   104831 * 59.428421 * 74.627716 *
*   104832 * 59.443271 * 73.310852 *
*   104834 * 58.515766 * 74.397430 *
*   104836 * 60.033264 * 73.611358 *
*   104839 * 59.573116 * 73.561859 *
*   104841 * 59.268619 * 73.319641 *
*   104842 * 59.389843 * 72.467041 *
*   104843 * 58.825531 * 73.258758 *
*   104847 * 59.537761 * 74.261749 *
*   104851 * 58.890277 * 74.318725 *
*   104853 * 59.186317 * 74.313324 *
*   104857 * 59.074363 * 73.498718 *
*   104860 * 59.137222 *  74.52771 *
*   104862 * 59.689201 * 73.919433 *
*   104866 * 59.456474 * 73.479339 *
*   104867 * 59.740810 * 73.614257 *
*   104871 * 59.206825 * 73.774353 *
*   104873 * 59.362693 * 72.211059 *
*   104877 * 59.707153 * 74.271423 *
*   104878 * 59.793689 * 74.951019 *
*   104887 * 58.874389 * 75.304016 *
*   104888 * 59.552352 * 73.541595 *
*   104894 * 59.509410 * 73.119751 *
*   104899 * 59.262344 * 74.445556 *
*   104901 * 59.689579 * 73.495544 *
*   104902 * 59.674087 * 74.402008 *
*   104904 * 59.295616 * 73.720703 *
*   104916 * 59.089820 * 74.147369 *
*   104919 * 59.158554 * 74.249603 *
*   104920 * 58.920707 * 74.769653 *
*   104922 * 58.848957 * 74.093017 *
*   104923 * 59.614444 * 73.100433 *
*   104926 * 58.975688 * 73.817627 *
*   104934 * 59.531791 * 75.068481 *
*   104935 * 59.592750 * 74.190521 *
*   104936 * 59.884769 * 73.240875 *
*   104937 * 59.789741 * 73.926696 *
*   104938 * 60.086051 * 74.289581 *
*   104939 * 59.484306 * 73.724029 *
*   104948 * 59.648128 * 74.675964 *
*   104952 * 59.508163 * 73.228241 *
*   104953 *  59.62994 * 73.019805 *
*   104955 * 59.689697 * 72.928497 *
*   104957 * 59.656982 * 73.541046 *
*   104958 * 59.700393 * 73.984985 *
*   104963 * 59.673549 * 74.272613 *
*   104967 * 59.118877 * 72.806366 *
*   104968 * 59.542079 * 73.894165 *
*   104972 * 59.060379 * 73.860809 *
*   104973 * 59.581825 * 73.884613 *
*   104974 * 59.325885 * 73.090637 *
*   104975 * 59.573066 * 72.906036 *
*   104978 * 59.428913 * 73.747345 *
*   104980 * 59.877780 * 73.930603 *
*   104982 * 59.440612 * 72.848236 *
*   104987 *  59.12323 * 72.232971 *
*   104988 * 59.349639 * 74.188385 *
*   104989 * 59.652675 * 72.929779 *
*   104990 * 58.963169 * 74.511657 *
*   104998 * 59.270759 * 73.850799 *
*   105002 * 47.462204 * 74.621978 *
*   105003 * 59.458900 * 73.532592 *
*   105004 * 58.871105 * 73.672210 *
*   105005 * 59.393394 * 73.251739 *
*   105006 * 59.909507 * 73.249267 *
*   105007 * 59.525394 * 73.732574 *
*   105012 * 59.336952 * 74.414276 *
*   105017 * 59.484630 * 74.532043 *
*   105022 * 59.379966 * 72.849273 *
*   105023 * 59.372959 * 73.010101 *
*   105026 * 59.367168 * 74.276031 *
*   105027 * 59.339935 * 74.633911 *
*   105030 * 59.623039 * 73.937957 *
*   105032 * 58.817222 * 72.781036 *
*   105037 * 59.161861 * 73.601806 *
*   105038 * 59.301281 * 73.039367 *
*   105039 * 59.360752 * 72.486358 *
*   105041 * 59.788372 * 74.912719 *
*   105042 * 59.373550 * 73.716308 *
*   105045 * 59.006050 * 73.019989 *
*   105049 * 59.896530 * 72.797485 *
*   105050 * 59.402343 * 73.789001 *
*   105051 * 59.346057 * 73.578521 *
*   105052 * 59.137405 * 74.560577 *
*   105058 * 59.176891 * 74.047637 *
*   105059 * 59.111858 * 73.188079 *
*   105065 * 59.662147 * 74.717071 *
*   105068 * 59.579536 * 72.812439 *
*   105071 * 59.546096 * 73.055755 *
*   105075 * 60.023757 * 73.663452 *
*   105076 * 60.225753 * 75.173706 *
*   105080 *  59.09272 * 74.673339 *
*   105083 * 59.251625 * 73.166351 *
*   105085 * 59.226776 * 75.595977 *
*   105086 * 59.112785 * 74.688446 *
*   105089 * 59.769516 * 74.396057 *
*   105090 * 59.748283 * 73.528076 *
*   105092 * 59.173011 * 71.981262 *
*   105094 * 59.686245 * 74.908172 *
*   105095 * 59.359996 * 74.195312 *
*   105100 * 59.726329 * 74.264526 *
*   105101 * 59.852726 * 73.269653 *
*   105104 * 59.657188 * 73.940612 *
*   105106 * 59.107406 * 73.364563 *
*   105111 * 59.567478 * 72.597198 *
*   105113 * 58.410114 * 73.666015 *
*   105114 * 58.995906 * 74.595611 *
*   105120 * 59.226650 * 72.891265 *
*   105122 * 59.571651 * 73.544250 *
*   105123 * 58.822124 * 72.054962 *
*   105124 * 59.708225 * 72.086486 *
*   105130 * 59.564941 * 74.078002 *
*   105131 * 59.749599 * 72.682830 *
*   105132 * 59.194953 * 74.433563 *
*   105133 * 59.658653 * 73.925659 *
*   105134 * 59.449264 * 73.205505 *
*   105136 * 59.476936 * 73.603149 *
*   105137 * 59.592269 * 73.193328 *
*   105141 * 59.127113 * 74.402587 *
*   105144 * 59.786502 * 73.633300 *
*   105146 * 59.513607 * 74.423004 *
*   105148 * 59.371383 * 74.250061 *
*   105155 * 59.366046 * 73.725372 *
*   105157 * 58.964351 * 74.883544 *
*   105159 * 59.880546 * 74.944519 *
*   105161 * 59.465313 * 74.544677 *
*   105162 * 59.369854 * 72.808166 *
*   105165 * 59.774330 * 74.093689 *
*   105168 * 59.127990 * 73.642089 *
*   105172 * 59.457363 * 73.478546 *
*   105173 * 58.038471 * 74.416687 *
*   105178 * 59.505096 * 74.734344 *
*   105179 * 58.849426 * 73.297729 *
*   105183 * 59.392047 * 74.192169 *
*   105184 *  59.69384 * 73.525512 *
*   105185 * 59.273822 * 73.949676 *
*   105186 * 59.641372 * 73.330810 *
*   105190 * 59.718631 * 74.166687 *
*   105192 * 59.284042 * 75.378967 *
*   105193 * 59.029590 * 72.194213 *
*   105195 * 59.203693 * 74.551513 *
*   105196 * 59.242736 * 73.478149 *
*   105198 * 59.123428 * 73.597351 *
*   105200 * 59.288726 * 73.594574 *
*   105201 * 59.668689 * 74.335937 *
*   105202 * 59.383747 * 73.540741 *
*   105203 * 59.571178 * 74.181854 *
*   105205 * 59.587566 * 73.653564 *
*   105207 * 59.335586 * 74.603912 *
*   105208 * 59.362911 * 73.157562 *
*   105209 * 59.470577 * 72.983734 *
*   105210 * 59.036666 * 74.991058 *
*   105212 * 59.209041 * 74.691101 *
*   105215 * 60.177898 * 73.308105 *
*   105216 * 58.988750 * 72.219238 *
*   105218 * 59.667633 * 72.888824 *
*   105223 * 59.781688 * 74.078033 *
*   105225 * 60.069294 * 72.748291 *
*   105228 * 59.552902 * 74.313812 *
*   105229 * 59.360256 * 73.058502 *
*   105231 * 59.175624 * 73.965545 *
*   105233 * 58.865932 * 74.175323 *
*   105234 * 60.468021 * -1169.907 *
*   105236 * 58.643817 * 75.771881 *
*   105238 * 59.525550 * -393.6462 *
*   105240 * 59.597034 * 73.908996 *
*   105243 * 60.056068 * 74.154418 *
*   105247 * 60.069110 *  73.39505 *
*   105248 * 59.799411 * 74.342041 *
*   105250 * 59.286563 * 73.726104 *
*   105253 *  59.25914 * 72.967224 *
*   105259 * 59.240020 * 73.829071 *
*   105267 * 59.401840 * 73.797027 *
*   105270 * 59.820846 * 74.435852 *
*   105278 * 59.796814 * 74.452758 *
*   105280 * 59.812866 * 73.740783 *
*   105285 * 59.606552 * 73.178253 *
*   105289 * 59.783813 * 74.634216 *
*   105295 * 59.743084 * 73.723938 *
*   105297 * 58.890472 * 73.889312 *
*   105298 * 58.656997 * 72.311309 *
*   105301 * 58.853233 * 74.776672 *
*   105302 * 59.337680 * 73.683929 *
*   105305 * 59.495868 * 74.087890 *
*   105311 * 59.322403 * 74.476135 *
*   105313 * 56.867778 * 74.050354 *
*   105317 * 59.506877 * 71.744873 *
*   105318 * 59.182846 * 471.49255 *
*   105329 * 29.162307 * 76.388641 *
*   105335 * 59.322094 * 74.743072 *
*   105337 * 59.382358 * 74.329711 *
*   105340 * 59.428699 * 75.240295 *
*   105345 * 59.211868 * 74.192291 *
*   105350 * 59.344924 * 73.623077 *
*   105352 * 59.276561 * 74.724517 *
*   105353 * 59.578590 * 72.234069 *
*   105355 * 59.344245 * 74.702880 *
*   105357 * 58.999137 * 73.286285 *
*   105361 * 59.337081 * 73.680267 *
*   105366 * 59.882118 * -550.1623 *
*   105368 * 58.102970 * 74.233764 *
*   105369 * 59.440113 * 73.637054 *
*   105372 * 58.945335 * 75.960113 *
*   105374 * 59.526954 * 73.287658 *
*   105378 * 59.434047 * 73.998077 *
*   105380 *  59.27668 * 74.150421 *
*   105383 * 59.646617 * 96.191803 *
*   105384 * 59.661697 * 73.203247 *
*   105385 * 59.005020 * 74.890075 *
*   105392 * 59.097873 * 73.725677 *
*   105396 * 59.574436 * 72.762786 *
*   105397 * 59.902698 * 73.773620 *
*   105400 * 59.471187 * 73.416168 *
*   105401 * 59.231617 * 72.464599 *
*   105403 * 59.066856 * 74.108398 *
*   105405 * 59.198402 * 73.322998 *
*   105407 * 59.453918 * 74.714935 *
*   105408 * 59.394130 * 73.386108 *
*   105411 * 59.229251 * 73.706085 *
*   105414 * 59.328632 * 75.380218 *
*   105418 * 59.651733 * 73.342102 *
*   105421 * 58.794738 * 73.945282 *
*   105422 * 59.096263 * 73.951843 *
*   105423 * 59.576480 * 73.134399 *
*   105425 * 59.335010 * 73.907043 *
*   105431 * 59.210506 * 74.185424 *
*   105432 * 59.314064 * 74.285736 *
*   105434 * 59.309173 * 74.821563 *
*   105436 * 59.080291 * 73.605377 *
*   105437 * 59.658817 * 72.931274 *
*   105439 * 59.312103 * 73.567291 *
*   105442 * 59.416946 * 74.544799 *
*   105446 * 59.270828 * 73.957733 *
*   105451 * 59.711666 * 71.955627 *
*   105455 * 59.764015 * 73.586456 *
*   105456 * 59.445118 * 75.055877 *
*   105458 * 59.307457 * -386.4094 *
*   105459 * 59.078105 * 74.072357 *
*   105465 * 59.535469 * 73.976684 *
*   105467 * 59.629055 * 72.239837 *
*   105469 * 59.569438 * 73.114349 *
*   105471 * 59.455165 * 73.679260 *
*   105472 * 59.852134 * 73.433288 *
*   105473 * 59.326015 * 73.951660 *
*   105474 * 59.642250 * 73.318725 *
*   105477 * 59.844768 * 75.207183 *
*   105478 * 59.746055 * 73.309295 *
*   105481 * 59.124603 * 73.050506 *
*   105483 * 60.077781 * 73.855712 *
*   105484 * 59.825889 * -795.4122 *
*   105491 * 59.455497 * 72.943328 *
*   105492 * 59.259258 * 74.378387 *
*   105495 * 59.521846 * 73.279357 *
*   105496 * 59.831214 * 75.835968 *
*   105497 * 59.484142 * 73.411377 *
*   105498 * 59.307731 * 73.845489 *
*   105499 * 59.520957 * 75.084777 *
*   105501 * 59.305622 * 74.143432 *
*   105503 * 59.415706 * 74.141571 *
*   105505 * 59.500522 * 73.401214 *
*   105511 * 59.783882 * 72.359954 *
*   105512 * 59.446411 * 73.387542 *
*   105519 * 59.143428 * 73.974182 *
*   105520 * 59.800418 * 72.767150 *
*   105522 * 59.644283 *  73.81073 *
*   105525 * 59.865821 * -469.9159 *
*   105526 * 59.557472 * 74.436828 *
*   105527 * 59.812103 * 73.920562 *
*   105530 * 59.081184 * 75.813568 *
*   105531 * 59.600132 * 74.115448 *
*   105533 * 59.523101 * 72.841156 *
*   105534 * 59.455230 * 74.296142 *
*   105536 * 59.597824 * 72.824676 *
*   105537 * 59.590705 * 73.290100 *
*   105539 * 59.203384 * 73.293487 *
*   105543 * 58.590324 * 73.830291 *
*   105546 * 59.196495 * 74.075775 *
*   105551 * 59.074356 * 74.302246 *
*   105555 * 59.164768 * 73.207489 *
*   105558 * 59.916816 * 72.415008 *
*   105559 * 27.745182 * 75.098999 *
*   105563 * 59.525600 * 74.442901 *
*   105566 * 58.141170 * 74.161712 *
*   105572 * 59.890949 * 75.220214 *
*   105573 * 59.573902 * 72.364440 *
*   105581 * 58.777465 * 73.571167 *
*   105584 * 59.319892 * 72.888092 *
*   105585 * 59.505218 * 73.230346 *
*   105590 * 59.747924 * 75.584503 *
*   105592 * 59.199092 * 73.177429 *
*   105593 * 59.007316 * 74.542419 *
*   105594 * 59.299079 * 74.880493 *
*   105597 * 59.547695 * 73.959198 *
*   105598 * 58.209720 * 74.107971 *
*   105599 * 59.359817 * 74.421417 *
*   105600 * 59.117954 * 75.510314 *
*   105603 * 59.501140 * 74.274383 *
*   105604 * 60.019172 * -186.4824 *
*   105605 * 59.373073 * 73.918823 *
*   105607 * 59.359485 * 73.797943 *
*   105611 * 59.562068 * 74.770904 *
*   105614 * 59.327808 * 73.899658 *
*   105616 * 58.478359 * 73.108673 *
*   105618 * 59.448932 * 73.998535 *
*   105619 * 59.739677 * 73.986114 *
*   105620 * 59.303474 * 73.915954 *
*   105621 * 59.323909 * 75.670929 *
*   105622 * 59.706531 * 73.526794 *
*   105623 * 59.308357 * -157.6491 *
*   105625 * 59.802860 * 73.020416 *
*   105626 * 59.862945 * 72.991485 *
*   105627 * 59.617183 * 75.377502 *
*   105628 * 59.239059 * 74.338592 *
*   105630 * 59.290771 * 74.799163 *
*   105634 * 59.508743 * -875.5569 *
*   105635 * 59.172649 * 75.175079 *
*   105637 * 59.546653 * 74.414245 *
*   105638 * 59.472061 * 72.721160 *
*   105642 * 59.401565 * 73.173492 *
*   105643 * 59.193065 * 74.190887 *
*   105646 * 59.388408 * 74.212951 *
*   105648 * 59.428207 * 73.070129 *
*   105649 * 59.196106 * 73.558563 *
*   105652 * 59.261833 * 72.710540 *
*   105653 * 59.772422 * 73.474609 *
*   105658 * 59.572826 * 72.821044 *
*   105660 * 59.977523 *  73.89151 *
*   105661 * 59.195854 * 71.802612 *
*   105662 * 59.465957 * 72.302154 *
*   105668 * 59.094738 * 74.907226 *
*   105669 * 59.372737 * 74.009674 *
*   105671 * 58.903297 * 73.851226 *
*   105672 * 59.079273 * 74.099609 *
*   105675 * 58.989662 * 73.639526 *
*   105679 * 59.199142 * 74.125183 *
*   105680 * 59.511920 * 73.280487 *
*   105682 * 59.237159 * 73.618896 *
*   105684 * 59.418392 * 74.446655 *
*   105685 * 59.424511 * 72.328430 *
*   105686 * 58.808448 * 74.047027 *
*   105689 * 59.395099 * 74.642700 *
*   105690 * 59.437187 * 73.001220 *
*   105694 * 59.739868 * 72.223388 *
*   105700 * 59.543968 * 72.715728 *
*   105701 * 59.394592 * 74.438201 *
*   105702 * 59.287044 * 72.896392 *
*   105704 * 59.218952 * 72.449768 *
*   105705 * 59.434326 * 74.020935 *
*   105708 * 58.815380 * 74.506500 *
*   105715 * 59.243324 * 73.498291 *
*   105718 * 59.445869 * 73.213745 *
*   105719 * 59.737175 * 74.310180 *
